angular_speed,complime,signal
0,0.28574118,-0.039394699
0,0.34722278,-0.04176395
0,0.27644503,-0.029647119
0,0.27484635,-0.024775025
0,0.28116116,-0.018898597
0,0.24328001,-0.009071432
0,0.19013566,-0.006749458
0,0.12517013,-0.006713763
0,0.04187499,-0.011166887
0,0.021428399,-0.014270737
0,0.022588186,-0.015795834
0,0.038554557,-0.008696671
0,0.010924764,-0.005469806
0,-0.000812492,-0.00210907
0,-0.087521121,-0.003816177
0,-0.16980034,-0.013656863
0,-0.23871373,-0.022408741
0,-0.25145954,-0.028567625
0,-0.2392288,-0.037311509
0,-0.24498926,-0.042752191
0,-0.23827253,-0.046602279
0,-0.26105556,-0.047575194
0,-0.30080554,-0.054314326
0,-0.28681272,-0.057226676
0,-0.35288769,-0.06338682
0,-0.28463376,-0.072600834
0,-0.21870802,-0.077980809
0,-0.2023807,-0.081201106
0,-0.13625492,-0.082551226
0,-0.09685614,-0.084709868
0,-0.089476988,-0.083666235
0,-0.031018334,-0.080530226
0,0.014464151,-0.081587024
0,0.030629523,-0.085021138
0,0.10937646,-0.082900643
0,0.18512689,-0.069431938
0,0.24595939,-0.061177503
0,0.22806923,-0.05456841
0,0.19655776,-0.042485282
0,0.14507475,-0.039120082
0,0.034554619,-0.039067283
0,-0.079693243,-0.043945793
0,-0.090858966,-0.055329043
0,-0.054020379,-0.058386229
0,-0.059878577,-0.059470631
0,0.019104199,-0.055092365
0,0.027852831,-0.047705725
0,0.054793168,-0.03847795
0,0.031582676,-0.034289703
0,0.094246231,-0.02572736
0,0.14662887,-0.021140167
0,0.21500997,-0.009725084
0,0.25240308,0.006534926
0,0.18256217,0.013531632
0,0.056501921,0.017311579
0,-0.080052301,0.004238078
0,-0.13030165,-0.00414928
0,-0.1538382,-0.00355557
0,-0.17057404,0.000831291
0,-0.21684767,0.005306507
0,-0.27407795,0.006622318
0,-0.37628856,-0.007243634
0,-0.49416879,-0.021036951
0,-0.44252774,-0.031337768
0,-0.37762809,-0.036175691
0,-0.31967133,-0.034324173
0,-0.30558071,-0.032750316
0,-0.29643604,-0.037808534
0,-0.3056196,-0.04432543
0,-0.3694261,-0.057796832
0,-0.3785108,-0.070301436
0,-0.40552944,-0.082506612
0,-0.30919766,-0.088066213
0,-0.076686323,-0.080804743
0,0.032587118,-0.06769529
0,0.14362237,-0.052295569
0,0.30558833,-0.032510627
0,0.36661124,-0.012556979
0,0.45978346,0.005202608
0,0.46567103,0.029117402
0,0.3984223,0.045335066
0,0.29876247,0.056230973
0,0.18540637,0.066337541
0,0.15672496,0.073925696
0,0.078887403,0.085345276
0,-0.056454342,0.087026171
0,-0.14316541,0.09135019
0,-0.20270132,0.095810764
0,-0.22193113,0.10136209
0,-0.25041243,0.11192396
0,-0.25133929,0.11962051
0,-0.29840538,0.13236891
0,-0.41461805,0.13072529
0,-0.54630584,0.13007073
0,-0.66431797,0.12913336
0,-0.72149932,0.1223678
0,-0.781084,0.11541771
0,-0.83065456,0.10889632
0,-0.99181956,0.10243766
0,-1.0545474,0.080371901
0,-1.1811956,0.066422105
0,-1.2381831,0.048801862
0,-1.2547164,0.029953152
0,-1.2088848,0.011349159
0,-1.1646079,-0.003052136
0,-1.0461808,-0.032209184
0,-1.0369313,-0.043533415
0,-1.0157039,-0.057124838
0,-0.94545239,-0.072674841
0,-0.85690045,-0.082873076
0,-0.81699961,-0.09857519
0,-0.77311945,-0.11520346
0,-0.79066026,-0.13451964
0,-0.75684518,-0.15935655
0,-0.71582454,-0.17940947
0,-0.62743592,-0.20640624
0,-0.53259617,-0.22143005
0,-0.47399881,-0.24494895
0,-0.43973365,-0.26693925
0,-0.35043722,-0.28697303
